HUMAN,Monday A BHS,Monday A Red,Monday A Blue,Tuesday A BHS,Tuesday  A Red,Tuesday A Blue,Wednesday A BHS,Wednesday A Red,Wednesday A Blue,Thursday A BHS,Thursday A Red,Thursday A Blue,Friday A BHS,Friday A Red,Friday A Blue,Monday B BHS,Monday B Red,Monday B Blue,Tuesday B BHS,Tuesday B Red,Tuesday B Blue,Wednesday B BHS,Wednesday B Red,Wednesday B Blue,Thursday B BHS,Thursday B Red,Thursday B Blue,Friday B  BHS,Friday B Red,Friday B Blue
11:53 AM,D1,?,D1,D2,LO,D2,E3,E3,E3,X1,X1,X1,P,E4,E4,E5,?,E5,C5,C5,C5,E6,LO,E6,D6,D6,PO2B,C7,C7,C7
11:54 AM,D1,LO,D1,D2,LO,D2,E3,E3,E3,X1,X1,X1,P,E4,E4,E5,?,E5,C5,C5,C5,E6,LO,E6,D6,D6,PO2B,C7,C7,C7
11:55 AM,D1,LO,D1,D2,LO,D2,E3,E3,E3,P,PB2O,P,D4,E4,E4,E5,?,E5,C5,C5,C5,E6,LO,E6,P,P,PO2B,P,C7,C7
11:56 AM,D1,LO,D1,D2,LO,D2,E3,E3,E3,P,PB2O,P,D4,E4,E4,E5,LO,E5,C5,C5,C5,E6,LO,E6,P,P,PO2B,P,C7,C7
11:57 AM,D1,LO,D1,D2,LO,D2,E3,E3,E3,P,PB2O,P,D4,E4,E4,E5,LO,E5,C5,C5,C5,E6,LO,E6,P,P,PO2B,P,C7,C7
11:58 AM,D1,LO,D1,D2,LO,D2,E3,E3,E3,P,PB2O,P,D4,E4,E4,E5,LO,E5,C5,C5,C5,E6,LO,E6,P,P,PO2B,P,C7,C7
11:59 AM,D1,LO,D1,D2,LO,D2,E3,E3,E3,P,PB2O,P,D4,E4,E4,E5,LO,E5,C5,C5,C5,E6,LO,E6,P,P,PO2B,P,C7,C7
12:00 PM,D1,LO,D1,D2,LO,PO2B,E3,?,E3,G4,PB2O,G4,D4,E4,E4,E5,LO,E5,C5,P,P,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:01 PM,D1,LO,D1,D2,LO,PO2B,E3,?,E3,G4,PB2O,G4,D4,E4,E4,E5,LO,E5,C5,P,P,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:02 PM,D1,LO,D1,D2,LO,PO2B,E3,?,E3,G4,PB2O,G4,D4,E4,E4,E5,LO,E5,C5,P,P,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:03 PM,D1,LO,D1,D2,LO,PO2B,E3,?,E3,G4,PB2O,G4,D4,E4,E4,E5,LO,E5,C5,P,P,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:04 PM,D1,LO,D1,D2,LO,PO2B,E3,?,E3,G4,PB2O,G4,D4,E4,E4,E5,LO,E5,C5,P,P,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:05 PM,D1,LO,D1,D2,LO,PO2B,E3,LO,E3,G4,PB2O,G4,D4,P,E4,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:06 PM,D1,LO,D1,D2,PS,PO2B,E3,LO,E3,G4,PB2O,G4,D4,P,E4,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:07 PM,D1,LO,D1,D2,PS,PO2B,E3,LO,E3,G4,PB2O,G4,D4,P,E4,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:08 PM,D1,LO,D1,D2,PS,PO2B,E3,LO,E3,G4,PB2O,G4,D4,P,E4,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:09 PM,D1,LO,D1,D2,PS,PO2B,E3,LO,E3,G4,PB2O,G4,D4,P,E4,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,C7,C7
12:10 PM,D1,LO,D1,D2,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,E4,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,P,P
12:11 PM,D1,LO,D1,D2,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,P,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,P,P
12:12 PM,D1,LO,D1,D2,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,P,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,P,P
12:13 PM,D1,LO,D1,D2,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,P,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,P,P
12:14 PM,D1,LO,D1,D2,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,P,E5,LO,E5,C5,D5,D5,E6,LO,E6,F7,F7,F7,D7,P,P
12:15 PM,D1,LO,D1,P,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,P,D5,D5,E6,LO,E6,F7,F7,F7,D7,D7,D7
12:16 PM,D1,LO,D1,P,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,P,D5,D5,E6,LO,E6,F7,F7,F7,D7,D7,D7
12:17 PM,D1,LO,D1,P,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,P,D5,D5,E6,LO,E6,F7,F7,F7,D7,D7,D7
12:18 PM,D1,LO,D1,P,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,P,D5,D5,E6,LO,E6,F7,F7,F7,D7,D7,D7
12:19 PM,D1,LO,D1,P,D2,PO2B,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,P,D5,D5,E6,PS,E6,F7,F7,F7,D7,D7,D7
12:20 PM,D1,PS,D1,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,D5,D5,D5,E6,PS,PO2B,F7,F7,F7,D7,D7,D7
12:21 PM,D1,PS,P,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,LO,E5,D5,D5,D5,E6,PS,PO2B,F7,F7,F7,D7,D7,D7
12:22 PM,D1,PS,P,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,PS,E5,D5,D5,D5,E6,PS,PO2B,F7,F7,F7,D7,D7,D7
12:23 PM,D1,PS,P,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,PS,E5,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:24 PM,D1,D1,P,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,PS,E5,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:25 PM,D1,D1,E1,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,PS,PO2B,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:26 PM,D1,D1,E1,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:27 PM,D1,D1,E1,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:28 PM,D1,D1,E1,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:29 PM,D1,D1,E1,F1,D2,F1,E3,LO,E3,G4,PB2O,G4,D4,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,F7,F7,F7,D7,D7,D7
12:30 PM,D1,D1,E1,F1,D2,F1,E3,PS,E3,?,G4,?,?,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,?,?,?,?,D7,D7
12:31 PM,D1,D1,E1,F1,D2,F1,E3,PS,E3,?,G4,?,?,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,?,?,?,?,D7,D7
12:32 PM,D1,D1,E1,F1,D2,F1,E3,PS,P,?,G4,?,?,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,?,?,?,?,D7,D7
12:33 PM,D1,D1,E1,F1,D2,F1,E3,PS,P,?,G4,?,?,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,?,?,?,?,D7,D7
12:34 PM,D1,D1,E1,F1,D2,F1,E3,PS,P,?,G4,?,?,D4,D4,E5,E5,PO2B,D5,D5,D5,E6,E6,PO2B,?,?,?,?,D7,D7
12:35 PM,P,D1,E1,F1,D2,F1,E3,E3,P,LB,G4,LB,LB,D4,D4,E5,E5,PO2B,D5,?,D5,P,E6,PO2B,LB,LO,LB,LB,D7,D7
12:36 PM,P,D1,E1,F1,P,F1,E3,E3,D3,LB,G4,LB,LB,D4,D4,E5,E5,PO2B,D5,?,D5,P,E6,PO2B,LB,LO,LB,LB,D7,D7
12:37 PM,P,D1,E1,F1,P,F1,E3,E3,D3,LB,G4,LB,LB,D4,D4,E5,E5,PO2B,D5,?,D5,P,E6,PO2B,LB,LO,LB,LB,D7,D7
12:38 PM,P,D1,E1,F1,P,F1,E3,E3,D3,LB,G4,LB,LB,D4,D4,E5,E5,PO2B,D5,?,D5,P,E6,PO2B,LB,LO,LB,LB,D7,D7
12:39 PM,P,D1,E1,F1,P,F1,E3,E3,D3,LB,G4,LB,LB,D4,D4,E5,E5,PO2B,D5,?,D5,P,E6,PO2B,LB,LO,LB,LB,D7,D7
12:40 PM,E1,D1,E1,F1,F1,F1,E3,E3,D3,LB,G4,LB,LB,?,D4,E5,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,D7,D7
12:41 PM,E1,D1,E1,F1,F1,F1,E3,E3,D3,LB,G4,LB,LB,?,D4,E5,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,D7,D7
12:42 PM,E1,D1,E1,F1,F1,F1,E3,E3,D3,LB,G4,LB,LB,?,D4,E5,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,D7,D7
12:43 PM,E1,D1,E1,F1,F1,F1,E3,E3,D3,LB,G4,LB,LB,?,D4,E5,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,D7,D7
12:44 PM,E1,D1,E1,F1,F1,F1,E3,E3,D3,LB,G4,LB,LB,?,D4,E5,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,D7,D7
12:45 PM,E1,D1,E1,F1,F1,F1,P,E3,D3,LB,G4,LB,LB,LO,D4,P,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,?,D7
12:46 PM,E1,D1,E1,F1,F1,F1,P,E3,D3,LB,G4,LB,LB,LO,D4,P,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,?,D7
12:47 PM,E1,D1,E1,F1,F1,F1,P,E3,D3,LB,G4,LB,LB,LO,D4,P,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,?,D7
12:48 PM,E1,D1,E1,F1,F1,F1,P,E3,D3,LB,G4,LB,LB,LO,D4,P,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,?,D7
12:49 PM,E1,D1,E1,F1,F1,F1,P,E3,D3,LB,G4,LB,LB,LO,D4,P,E5,PO2B,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,?,D7
12:50 PM,E1,D1,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,LO,D7
12:51 PM,E1,D1,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,LO,D7
12:52 PM,E1,D1,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,E6,F6,LB,LO,LB,LB,LO,D7
12:53 PM,E1,P,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,P,F6,LB,LO,LB,LB,LO,D7
12:54 PM,E1,P,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,P,F6,LB,LO,LB,LB,LO,D7
12:55 PM,E1,P,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,P,F6,LB,LO,LB,LB,LO,D7
12:56 PM,E1,P,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,E5,F4,D5,LO,D5,F6,P,F6,LB,LO,LB,LB,LO,D7
12:57 PM,E1,E1,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,P,F4,D5,LO,D5,F6,F6,F6,LB,LO,LB,LB,LO,D7
12:58 PM,E1,E1,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,P,F4,D5,LO,D5,F6,F6,F6,LB,LO,LB,LB,LO,D7
12:59 PM,E1,E1,E1,F1,F1,F1,D3,E3,D3,LB,G4,LB,LB,LO,D4,F4,P,F4,D5,LO,D5,F6,F6,F6,LB,LO,LB,LB,LO,D7
1:00 PM,E1,E1,E1,F1,F1,F1,D3,P,D3,PS,G4,PS,PS,LO,D4,F4,P,F4,D5,LO,D5,F6,F6,F6,PS,PS,PS,PS,LO,D7
1:01 PM,E1,E1,E1,F1,F1,F1,D3,P,D3,PS,G4,PS,PS,LO,D4,F4,F4,F4,D5,LO,D5,F6,F6,F6,PS,PS,PS,PS,LO,D7
1:02 PM,E1,E1,E1,F1,F1,F1,D3,P,D3,PS,G4,PS,PS,LO,D4,F4,F4,F4,D5,LO,D5,F6,F6,F6,PS,PS,PS,PS,LO,D7
1:03 PM,E1,E1,E1,F1,F1,F1,D3,P,D3,PS,G4,PS,PS,LO,D4,F4,F4,F4,D5,LO,D5,F6,F6,F6,PS,PS,PS,PS,LO,D7
1:04 PM,E1,E1,E1,F1,F1,F1,D3,P,D3,PS,G4,PS,PS,LO,D4,F4,F4,F4,D5,LO,D5,F6,F6,F6,PS,PS,PS,PS,LO,D7
1:05 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,LO,D4,F4,F4,F4,D5,PS,D5,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:06 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,LO,D4,F4,F4,F4,D5,PS,D5,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:07 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,LO,D4,F4,F4,F4,D5,PS,D5,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:08 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,LO,D4,F4,F4,F4,D5,PS,D5,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:09 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,LO,D4,F4,F4,F4,D5,PS,D5,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:10 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,PS,D4,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:11 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,PS,D4,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:12 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,PS,D4,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:13 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,PS,D4,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:14 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,PS,D4,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,LO,D7
1:15 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,PS,D7
1:16 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,PS,D7
1:17 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,PS,D7
1:18 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,PS,D7
1:19 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,PS,D7
1:20 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,D7
1:21 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,D7
1:22 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,D7
1:23 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,D7
1:24 PM,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,D5,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,D7
1:25 PM,E1,E1,PO2B,P,F1,P,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,P,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,P
1:26 PM,E1,E1,PO2B,P,F1,P,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,P,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,P
1:27 PM,E1,E1,PO2B,P,F1,P,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,P,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,P
1:28 PM,E1,E1,PO2B,P,F1,P,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,P,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,P
1:29 PM,E1,E1,PO2B,P,F1,P,D3,D3,D3,G4,G4,G4,D4,D4,PO2B,F4,F4,F4,P,D5,PO2B,F6,F6,F6,F7,F7,F7,D7,D7,P
1:30 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,D3,G4,G4,G4,P,D4,PO2B,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,D7,D7,E7
1:31 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,G4,G4,G4,P,D4,PO2B,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,D7,D7,E7
1:32 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,G4,G4,G4,P,D4,PO2B,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,D7,D7,E7
1:33 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,G4,G4,G4,P,D4,PO2B,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,D7,D7,E7
1:34 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,G4,G4,G4,P,D4,PO2B,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,D7,D7,E7
1:35 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,P,P,P,F3,D4,F3,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,P,D7,E7
1:36 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,P,P,P,F3,D4,F3,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,P,D7,E7
1:37 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,P,P,P,F3,D4,F3,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,P,D7,E7
1:38 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,P,P,P,F3,D4,F3,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,P,D7,E7
1:39 PM,E1,E1,PO2B,G2,F1,G2,D3,D3,PO2B,P,P,P,F3,D4,F3,F4,F4,F4,F5,D5,F5,F6,F6,F6,F7,F7,F7,P,D7,E7
1:40 PM,P,E1,PO2B,G2,P,G2,D3,D3,PO2B,F2,F2,F2,F3,D4,F3,F4,F4,F4,F5,P,F5,P,F6,P,P,F7,P,E7,D7,E7
1:41 PM,P,E1,PO2B,G2,P,G2,D3,D3,PO2B,F2,F2,F2,F3,D4,F3,F4,F4,F4,F5,P,F5,P,F6,P,P,F7,P,E7,D7,E7
1:42 PM,P,E1,PO2B,G2,P,G2,D3,D3,PO2B,F2,F2,F2,F3,D4,F3,F4,F4,F4,F5,P,F5,P,F6,P,P,F7,P,E7,D7,E7
1:43 PM,P,E1,PO2B,G2,P,G2,D3,D3,PO2B,F2,F2,F2,F3,D4,F3,F4,F4,F4,F5,P,F5,P,F6,P,P,F7,P,E7,D7,E7
1:44 PM,P,E1,PO2B,G2,P,G2,D3,D3,PO2B,F2,F2,F2,F3,D4,F3,F4,F4,F4,F5,P,F5,P,F6,P,P,F7,P,E7,D7,E7
1:45 PM,G1,E1,G1,G2,G2,G2,P,D3,PO2B,F2,F2,F2,F3,D4,F3,P,F4,P,F5,F5,F5,G6,F6,G6,G7,P,G7,E7,D7,E7
1:46 PM,G1,E1,G1,G2,G2,G2,P,D3,PO2B,F2,F2,F2,F3,D4,F3,P,F4,P,F5,F5,F5,G6,F6,G6,G7,P,G7,E7,D7,E7
1:47 PM,G1,E1,G1,G2,G2,G2,P,D3,PO2B,F2,F2,F2,F3,D4,F3,P,F4,P,F5,F5,F5,G6,F6,G6,G7,P,G7,E7,D7,E7
1:48 PM,G1,E1,G1,G2,G2,G2,P,D3,PO2B,F2,F2,F2,F3,D4,F3,P,F4,P,F5,F5,F5,G6,F6,G6,G7,P,G7,E7,D7,E7
1:49 PM,G1,E1,G1,G2,G2,G2,P,D3,PO2B,F2,F2,F2,F3,D4,F3,P,F4,P,F5,F5,F5,G6,F6,G6,G7,P,G7,E7,D7,E7
1:50 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,P,F3,G5,F4,G5,F5,F5,F5,G6,F6,G6,G7,G7,G7,E7,P,E7
1:51 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,P,F3,G5,F4,G5,F5,F5,F5,G6,F6,G6,G7,G7,G7,E7,P,E7
1:52 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,P,F3,G5,F4,G5,F5,F5,F5,G6,P,G6,G7,G7,G7,E7,P,E7
1:53 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,P,F3,G5,F4,G5,F5,F5,F5,G6,P,G6,G7,G7,G7,E7,P,E7
1:54 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,P,F3,G5,F4,G5,F5,F5,F5,G6,P,G6,G7,G7,G7,E7,P,E7
1:55 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,F3,F3,G5,F4,G5,F5,F5,F5,G6,P,G6,G7,G7,G7,E7,E7,E7
1:56 PM,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,F3,F3,G5,P,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
1:57 PM,G1,P,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,F3,F3,G5,P,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
1:58 PM,G1,P,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,F3,F3,G5,P,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
1:59 PM,G1,P,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,F3,F3,G5,P,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:00 PM,G1,G1,G1,G2,G2,G2,G3,P,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:01 PM,G1,G1,G1,G2,G2,G2,G3,P,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:02 PM,G1,G1,G1,G2,G2,G2,G3,P,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:03 PM,G1,G1,G1,G2,G2,G2,G3,P,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:04 PM,G1,G1,G1,G2,G2,G2,G3,P,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:05 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:06 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:07 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:08 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:09 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:10 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:11 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
2:12 PM,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,F3,F3,G5,G5,G5,F5,F5,F5,G6,G6,G6,G7,G7,G7,E7,E7,E7
