Minute,Monday A BHS,Monday A Red,Monday A Blue,Tuesday A BHS,Tuesday  A Red,Tuesday A Blue,Wednesday A BHS,Wednesday A Red,Wednesday A Blue,Thursday A BHS,Thursday A Red,Thursday A Blue,Friday A BHS,Friday A Red,Friday A Blue,Monday B BHS,Monday B Red,Monday B Blue,Tuesday B BHS,Tuesday B Red,Tuesday B Blue,Wednesday B BHS,Wednesday B Red,Wednesday B Blue,Thursday B BHS,Thursday B Red,Thursday B Blue,Friday B  BHS,Friday B Red,Friday B Blue
10:55,T,T,D1,D2,E2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
10:56,T,T,D1,D2,E2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
10:57,T,T,D1,D2,E2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
10:58,T,T,D1,D2,,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
10:59,T,T,D1,D2,,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:00,,T,D1,D2,,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:01,,T,D1,D2,,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:02,,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:03,,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:04,,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:05,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:06,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:07,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:08,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:09,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,L,,E4,,T,E5,,,,,,,,,,,,,,
11:10,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,,,E4,,T,,,,,,,,,,,,,,,
11:11,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,,,E4,,T,,,,,,,,,,,,,,,
11:12,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,,,E4,,T,,,,,,,,,,,,,,,
11:13,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,,,E4,,T,,,,,,,,,,,,,,,
11:14,D1,T,D1,D2,D2,D2,C2,C2,C2,T2,,,E4,,T,,,,,,,,,,,,,,,
11:15,D1,,D1,D2,D2,D2,,C2,C2,X1,X,X,E4,,T,C4,,,,,,,,,,,,,,
11:16,D1,,D1,D2,D2,D2,,C2,C2,X1,X,X,E4,,T,C4,,,,,,,,,,,,,,
11:17,D1,,D1,D2,D2,D2,,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:18,D1,,D1,D2,D2,D2,,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:19,D1,D1,D1,D2,D2,D2,,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:20,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:21,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:22,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:23,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:24,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:25,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:26,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:27,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:28,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:29,D1,D1,D1,D2,D2,D2,E3,C2,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:30,D1,D1,D1,D2,D2,D2,E3,,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:31,D1,D1,D1,D2,D2,D2,E3,,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:32,D1,D1,D1,D2,D2,D2,E3,,C2,X,X,X,E4,,T,,,,,,,,,,,,,,,
11:33,D1,D1,D1,D2,D2,D2,E3,,,X,X,X,E4,,,,,,,,,,,,,,,,,
11:34,D1,D1,D1,D2,D2,D2,E3,,,X,X,X,E4,,,,,,,,,,,,,,,,,
11:35,D1,D1,D1,D2,D2,D2,E3,E3,,X,X,X,E4,,,,,,,,,,,,,,,,,
11:36,D1,D1,D1,D2,D2,D2,E3,E3,,X,X,X,E4,,,,,,,,,,,,,,,,,
11:37,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:38,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:39,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:40,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:41,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:42,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:43,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:44,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:45,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:46,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:47,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:48,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:49,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,E4,,E4,,,,,,,,,,,,,,,
11:50,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,,,E4,,,,,,,,,,,,,,,
11:51,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,,,E4,,,,,,,,,,,,,,,
11:52,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,,,E4,,,,,,,,,,,,,,,
11:53,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,,,E4,,,,,,,,,,,,,,,
11:54,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,,,E4,,,,,,,,,,,,,,,
11:55,D1,D1,D1,D2,D2,D2,E3,E3,E3,X,X,X,D4,,E4,,,,,,,,,,,,,,,
11:56,D1,D1,D1,D2,D2,D2,E3,E3,E3,,,,D4,,E4,,,,,,,,,,,,,,,
11:57,D1,D1,D1,D2,D2,D2,E3,E3,E3,,,,D4,,E4,,,,,,,,,,,,,,,
11:58,D1,D1,D1,D2,D2,D2,E3,E3,E3,,,,D4,,E4,,,,,,,,,,,,,,,
11:59,D1,D1,D1,D2,D2,D2,E3,E3,E3,,,,D4,,E4,,,,,,,,,,,,,,,
12:00,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:01,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:02,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:03,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:04,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:05,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:06,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:07,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:08,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:09,D1,D1,D1,D2,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:10,D1,D1,D1,,D2,,E3,E3,E3,G4,,G4,D4,,E4,,,,,,,,,,,,,,,
12:11,D1,D1,D1,,D2,,E3,E3,E3,G4,,G4,D4,,,,,,,,,,,,,,,,,
12:12,D1,D1,D1,,D2,,E3,E3,E3,G4,,G4,D4,,,,,,,,,,,,,,,,,
12:13,D1,D1,D1,,D2,,E3,E3,E3,G4,,G4,D4,,,,,,,,,,,,,,,,,
12:14,D1,D1,D1,,D2,,E3,E3,E3,G4,,G4,D4,,,,,,,,,,,,,,,,,
12:15,D1,D1,D1,F1,D2,,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:16,D1,D1,D1,F1,D2,,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:17,D1,D1,D1,F1,D2,,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:18,D1,D1,D1,F1,D2,,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:19,D1,D1,D1,F1,D2,,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:20,D1,D1,D1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:21,D1,D1,D1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:22,D1,D1,,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:23,D1,D1,,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:24,D1,D1,,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:25,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:26,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:27,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:28,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:29,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,,G4,D4,,D4,,,,,,,,,,,,,,,
12:30,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:31,D1,D1,E1,F1,D2,F1,E3,E3,E3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:32,D1,D1,E1,F1,D2,F1,E3,E3,,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:33,D1,D1,E1,F1,D2,F1,E3,E3,,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:34,D1,D1,E1,F1,D2,F1,E3,E3,,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:35,,D1,E1,F1,D2,F1,E3,E3,,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:36,,D1,E1,F1,,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:37,,D1,E1,F1,,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:38,,D1,E1,F1,,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:39,,D1,E1,F1,,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:40,E1,D1,E1,F1,F1,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:41,E1,D1,E1,F1,F1,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:42,E1,D1,E1,F1,F1,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:43,E1,D1,E1,F1,F1,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:44,E1,D1,E1,F1,F1,F1,E3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:45,E1,D1,E1,F1,F1,F1,,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:46,E1,D1,E1,F1,F1,F1,,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:47,E1,D1,E1,F1,F1,F1,,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:48,E1,D1,E1,F1,F1,F1,,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:49,E1,D1,E1,F1,F1,F1,,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:50,E1,D1,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,F4,,,,,,,,,,,,,,
12:51,E1,D1,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,F4,,,,,,,,,,,,,,
12:52,E1,D1,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:53,E1,,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:54,E1,,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:55,E1,,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:56,E1,,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:57,E1,E1,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:58,E1,E1,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
12:59,E1,E1,E1,F1,F1,F1,D3,E3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:00,E1,E1,E1,F1,F1,F1,D3,,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:01,E1,E1,E1,F1,F1,F1,D3,,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:02,E1,E1,E1,F1,F1,F1,D3,,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:03,E1,E1,E1,F1,F1,F1,D3,,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:04,E1,E1,E1,F1,F1,F1,D3,,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:05,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:06,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:07,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:08,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:09,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:10,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:11,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:12,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:13,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:14,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,D4,,,,,,,,,,,,,,,
13:15,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:16,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:17,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:18,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:19,E1,E1,E1,F1,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:20,E1,E1,E1,,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:21,E1,E1,E1,,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:22,E1,E1,E1,,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:23,E1,E1,E1,,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:24,E1,E1,E1,,F1,F1,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:25,E1,E1,,G2,F1,,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:26,E1,E1,,G2,F1,,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:27,E1,E1,,G2,F1,,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:28,E1,E1,,G2,F1,,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:29,E1,E1,,G2,F1,,D3,D3,D3,G4,G4,G4,D4,,,,,,,,,,,,,,,,,
13:30,E1,E1,,G2,F1,G2,D3,D3,D3,G4,G4,G4,,,,,,,,,,,,,,,,,,
13:31,E1,E1,,G2,F1,G2,D3,D3,,G4,G4,G4,,,,,,,,,,,,,,,,,,
13:32,E1,E1,,G2,F1,G2,D3,D3,,G4,G4,G4,,,,,,,,,,,,,,,,,,
13:33,E1,E1,,G2,F1,G2,D3,D3,,G4,G4,G4,,,,,,,,,,,,,,,,,,
13:34,E1,E1,,G2,F1,G2,D3,D3,,G4,G4,G4,,,,,,,,,,,,,,,,,,
13:35,E1,E1,,G2,F1,G2,D3,D3,,,,,F3,,F3,,,,,,,,,,,,,,,
13:36,E1,E1,,G2,F1,G2,D3,D3,,,,,F3,,F3,,,,,,,,,,,,,,,
13:37,E1,E1,,G2,F1,G2,D3,D3,,,,,F3,,F3,,,,,,,,,,,,,,,
13:38,E1,E1,,G2,F1,G2,D3,D3,,,,,F3,,F3,,,,,,,,,,,,,,,
13:39,E1,E1,,G2,F1,G2,D3,D3,,,,,F3,,F3,,,,,,,,,,,,,,,
13:40,,E1,,G2,,G2,D3,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:41,,E1,,G2,,G2,D3,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:42,,E1,,G2,,G2,D3,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:43,,E1,,G2,,G2,D3,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:44,,E1,,G2,,G2,D3,D3,,F2,F2,F2,F3,,F3,F4,,,,,,,,,,,,,,
13:45,G1,E1,G1,G2,G2,G2,,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:46,G1,E1,G1,G2,G2,G2,,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:47,G1,E1,G1,G2,G2,G2,,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:48,G1,E1,G1,G2,G2,G2,,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:49,G1,E1,G1,G2,G2,G2,,D3,,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:50,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,G5,,,,,,,,,,,,,,
13:51,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,G5,,,,,,,,,,,,,,
13:52,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:53,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:54,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:55,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:56,G1,E1,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:57,G1,,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:58,G1,,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
13:59,G1,,G1,G2,G2,G2,G3,D3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:00,G1,G1,G1,G2,G2,G2,G3,,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:01,G1,G1,G1,G2,G2,G2,G3,,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:02,G1,G1,G1,G2,G2,G2,G3,,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:03,G1,G1,G1,G2,G2,G2,G3,,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:04,G1,G1,G1,G2,G2,G2,G3,,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:05,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:06,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:07,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:08,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:09,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:10,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:11,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:12,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:13,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:14,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:15,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:16,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:17,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:18,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:19,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:20,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:21,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:22,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:23,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:24,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:25,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:26,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:27,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:28,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:29,G1,G1,G1,G2,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:30,G1,G1,G1,,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:31,G1,G1,G1,,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:32,G1,G1,G1,,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:33,G1,G1,G1,,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:34,G1,G1,G1,,G2,G2,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:35,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:36,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:37,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:38,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:39,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,F3,,F3,,,,,,,,,,,,,,,
14:40,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,,,,,,,,,,,,,,,,,
14:41,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,,,,,,,,,,,,,,,,,
14:42,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,,,,,,,,,,,,,,,,,
14:43,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,,,,,,,,,,,,,,,,,
14:44,G1,G1,G1,,G2,,G3,G3,G3,F2,F2,F2,,,,,,,,,,,,,,,,,,
14:45,G1,G1,G1,,G2,,,G3,,,,,,,,,,,,,,,,,,,,,,
14:46,G1,G1,G1,,G2,,,G3,,,,,,,,,,,,,,,,,,,,,,
14:47,G1,G1,G1,,G2,,,G3,,,,,,,,,,,,,,,,,,,,,,
14:48,G1,G1,G1,,G2,,,G3,,,,,,,,,,,,,,,,,,,,,,
14:49,G1,G1,G1,,G2,,,G3,,,,,,,,G5,,,,,,,,,,,,,,
